"Player Code",Name,Country,Active,Provisional,"First Game","Last Game",Highest,Rating,GP,Won,"GP Att","Attack Wins","GP Def","Def Wins","GP Axis","Axis Wins","GP Allies","Allies Wins","Cur Streak","Longest Strk","Max. Decay","Decay to date"
SLM,"Matt SCHWOEBEL",USA,1,0,2008-06-20,2024-06-13,1506,1407.9,50,22,15,4,12,8,25,10,25,12,0,4,0,0
TED,"David TYE",UK,0,1,2008-06-21,2010-06-27,1500.8,1241.8,6,2,0,0,0,0,0,0,0,0,0,1,219,219
TRS,"Simon TAYLOR",UK,0,0,2008-06-21,2013-10-27,1500,1102.8,35,9,4,0,9,1,8,2,8,1,2,2,194,194
SRB,"Bill SHERLIKER",UK,0,0,2008-06-21,2014-03-08,1643.2,1288.9,42,20,8,4,3,2,5,3,6,3,0,5,227,227
OEA,"Anthony O'BOYLE",UK,0,1,2008-06-21,2008-06-22,1526.4,1297.4,3,2,0,0,0,0,0,0,0,0,2,2,228,228
SSG,"Glenn SCHOOLS",USA,0,1,2008-06-21,2009-06-26,1503.5,1219.1,7,2,3,1,3,0,4,1,3,1,0,1,215,215
CAR,"Roy CASAGRANDA",USA,1,1,2008-06-21,2024-06-13,1634.5,1390.7,8,7,2,2,4,4,5,4,3,3,1,6,0,245
K3K,"Kevin KLAUSMEYER",USA,0,1,2008-06-21,2017-06-25,1500,1230.3,5,0,3,0,0,0,0,0,5,0,0,0,191,191
W2J,"Jeff WALDON",USA,0,0,2008-07-25,2020-07-13,1500,1392.6,83,28,30,11,36,15,33,15,35,12,1,3,215,45
GUC,"Camille GOUREAU",France,1,0,2008-08-01,2024-04-01,1500,1341.8,14,5,4,0,1,1,6,1,3,2,0,1,0,221
HNE,"Fredrik HALLGREN",Sweden,0,0,2008-08-29,2019-03-17,1512.2,1324.6,14,6,3,2,4,1,4,2,3,1,1,3,208,208
KIL,"Linus KRUUSMAGÏ",Sweden,0,1,2008-08-29,2008-08-31,1512.1,1267.6,5,2,0,0,0,0,0,0,0,0,0,2,223,223
SNN,"Nicklas STEIN",Sweden,0,1,2008-08-29,2010-09-05,1500,1211.3,8,2,2,0,2,1,2,1,2,0,0,1,213,213
LND,"Andreas LARSSON",Sweden,1,0,2008-08-29,2023-11-19,1538.2,1325.4,78,33,23,11,26,11,25,9,22,11,1,3,0,141
MSE,"Sean MORRIS",Sweden,0,0,2008-08-29,2012-09-07,1500.9,1223.8,11,4,1,0,5,3,4,1,2,2,2,2,214,214
TGM,"Markus TåNGRING",Sweden,0,1,2008-08-29,2009-08-29,1500,1238.7,4,1,1,0,1,1,2,1,0,0,0,1,218,218
WZA,"Anders WIGERTZ",Sweden,0,0,2008-08-29,2018-02-28,1500,1137.3,25,4,8,1,7,1,6,2,7,0,0,1,190,144
ESF,"Fredrik EWERS",Sweden,0,0,2008-08-29,2018-09-23,1500,1351.1,48,19,13,5,19,9,12,3,16,6,2,3,219,177
B9K,"Kevin BRADSHAW",USA,0,0,2008-08-30,2019-03-16,1500,1200.6,31,7,12,1,18,6,18,4,12,3,0,2,194,93
6N6,"Mike MCCANN",USA,0,1,2008-08-30,2012-03-17,1500,1227.9,10,3,7,2,3,1,6,2,4,1,0,1,216,216
AOM,"Mario ACETO",Italy,1,0,2008-09-06,2024-06-21,1621.6,1603.4,75,40,28,15,27,15,32,16,27,15,1,4,0,102
CIL,"Leonardo CONFORTI",Italy,0,0,2008-09-06,2019-03-01,1604.8,1482.8,51,26,24,12,16,9,24,14,21,11,0,5,236,93
AIL,"Lucio AMIGHETTI",Italy,0,0,2008-09-06,2012-06-17,1500,1219.6,12,3,5,1,2,1,3,1,4,1,0,2,215,215
MCS,"Steve MICKEVICS",Australia,0,1,2008-09-18,2008-09-21,1550,1294.9,6,3,1,1,0,0,1,1,0,0,0,2,228,228
AGP,"Pierre Ȃberg",Sweden,0,1,2008-09-18,2009-08-30,1500,1130.3,8,0,1,0,2,0,1,0,4,0,0,0,199,199
3DJ,"Jean-Pierre RAYMOND",Canada,1,0,2008-09-19,2023-12-03,1680.7,1532.6,35,21,5,3,8,7,12,7,10,8,1,7,0,57
LEB,"Bruno L ARCHEVèQUE",Canada,0,0,2008-09-19,2021-05-21,1540.3,1506.8,21,12,3,1,10,6,9,5,7,3,0,3,227,102
WSR,"Russell WILLIAMS",Canada,0,1,2008-09-19,2011-09-18,1500,1217.4,10,3,5,2,5,1,5,0,5,3,0,1,214,214
L7E,"Erik LINDBLAD",Canada,1,0,2008-09-19,2023-05-21,1549.5,1387.9,50,20,16,7,18,7,22,11,24,8,0,3,0,99
EOA,"André ESCOBEDO",Canada,0,0,2008-09-19,2022-05-21,1501.7,1429.4,33,13,13,4,10,5,17,4,12,6,1,3,0,69
L3E,"Eric LAIMER",Canada,0,0,2008-09-19,2011-09-18,1500,1197.5,14,4,7,2,6,2,7,3,7,1,0,2,211,211
AOV,"Vince ALONSO",USA,0,0,2008-09-19,2011-11-13,1500,1184.3,13,3,5,0,5,3,6,1,4,2,0,2,209,209
WN3,"Jeff WASSERMAN",Canada,1,0,2008-09-20,2023-12-03,1737.4,1651.7,165,96,33,13,26,18,42,24,40,21,1,8,0,0
HDC,"Chris HOFLAND",Netherlands,1,0,2008-09-20,2024-02-06,1500,1405.9,67,19,18,7,20,4,28,8,19,8,0,5,0,15
WED,"Dave WALLACE",Australia,0,0,2008-10-05,2016-06-12,1577.1,1385.1,28,16,14,6,14,10,13,9,15,7,2,3,236,213
PTB,"Bruce PROBST",Australia,0,0,2008-10-05,2017-08-30,1574.1,1455,38,20,17,9,14,7,17,10,20,10,1,5,236,236
WTH,"Hank WIT",USA,0,0,2008-10-08,2021-01-30,1608.4,1584.4,32,18,10,8,8,3,6,4,12,7,1,4,241,93
FYG,"Gary FORTENBERRY",USA,1,0,2008-10-08,2024-06-13,2022.6,1984.7,181,146,63,49,70,59,61,51,87,71,12,29,0,27
CYG,"Guy CHANEY",USA,0,0,2008-10-09,2010-10-08,1579.7,1338.1,11,6,6,4,5,2,6,4,5,2,0,3,236,236
FZE,"Ed FRITZ",USA,1,0,2008-10-09,2024-04-20,1500,1412.7,49,15,7,1,11,4,18,7,9,1,0,2,0,36
SSD,"Dave STEPHENS",USA,1,0,2008-10-09,2024-04-19,1615.9,1509.5,35,17,13,5,10,3,13,6,18,9,0,7,0,51
SZC,"Chris SCHATZ",USA,0,1,2008-10-10,2009-07-26,1516.8,1252.9,3,1,2,1,1,0,1,1,2,0,0,1,221,221
MET,"Tim MACAIRE",UK,0,0,2008-10-25,2015-11-04,1550.8,1256.4,13,6,1,0,5,3,5,2,3,2,2,3,220,216
EEB,"Bob EBURNE",UK,1,1,2008-10-25,2024-06-23,1544.4,1342.1,9,5,3,2,0,0,3,1,5,3,0,3,0,231
BSW,"William BINNS",UK,1,0,2008-10-25,2024-06-23,1635.7,1492.2,108,53,11,8,22,11,46,27,26,11,1,5,0,18
MST,"Martin MAYERS",UK,1,0,2008-10-25,2023-06-23,1810.5,1707.9,143,96,42,28,32,23,53,40,57,37,0,10,0,21
KYJ,"Justin KEY",UK,0,1,2008-10-25,2011-10-30,1535.7,1165.3,10,3,1,1,1,1,0,0,2,2,0,2,205,205
BWK,"Keith BRISTOW",UK,0,1,2008-10-25,2009-10-25,1500,1213,6,1,2,0,1,0,2,0,1,0,0,1,214,214
JDJ,"Jean-Christophe JAUD",France,0,0,2008-10-31,2014-09-30,1555,1236.3,49,18,23,10,25,7,23,7,25,10,0,5,218,218
B8T,"Thierry BERTHOMé",France,0,0,2008-10-31,2021-05-22,1500,1308.7,37,11,14,3,12,4,13,5,13,2,0,5,198,114
B7C,"Clément BERTRAND",France,1,0,2008-10-31,2024-04-01,1577.4,1517.8,29,16,7,2,10,7,9,4,14,9,0,6,0,66
MISSING-24,Missing-24,,0,0,2008-10-31,2012-12-01,1526.5,1245.2,18,8,6,2,11,6,10,3,7,5,0,3,219,219
KIT,"Tomasz KUCHARSKI",Poland,0,0,2008-11-07,2013-11-09,1703.9,1407.9,57,33,13,7,15,11,13,6,16,13,0,7,248,248
TR0,"Marcus TöPPER",Germany,0,1,2008-11-07,2008-11-07,1500,1235.6,2,0,0,0,0,0,0,0,0,0,0,0,218,218
MLT,"Torsten MECKEL",Germany,0,1,2008-11-08,2008-11-09,1500,1198,3,0,0,0,0,0,0,0,0,0,1,1,211,211
B34,"Trevor BENDER",Canada,0,1,2008-11-09,2009-11-08,1515.1,1287.8,8,4,0,0,0,0,0,0,0,0,0,3,227,227
EEM,"Mike ERSKINE",Canada,0,0,2008-11-09,2020-02-09,1645.1,1396,31,17,5,4,3,2,2,1,6,5,0,5,218,126
ENA,"Allen EVENSON",USA,0,0,2008-11-09,2018-11-04,1500,1201.5,31,8,10,6,2,0,9,5,3,1,0,3,195,114
WER,"Rick WHITE",Canada,0,0,2008-11-09,2016-02-07,1712.5,1451.2,57,36,18,11,17,13,15,11,22,14,1,7,248,207
C31,"Steve COOPER",Canada,0,1,2008-11-09,2011-11-06,1500,1227.5,7,2,1,0,2,1,0,0,3,1,1,1,216,216
K2G,"George KELLN",Canada,1,0,2008-11-09,2024-05-12,1713.8,1644.2,95,61,25,15,24,16,34,24,21,11,2,5,0,0
GYT,"Terry GRAY",USA,1,0,2008-11-09,2024-02-11,1605.1,1536.4,56,30,18,11,11,7,19,12,14,9,0,4,0,9
GZE,"Eduard González",Spain,0,0,2008-11-15,2016-10-23,1599.7,1382.5,22,12,8,3,7,5,8,3,8,6,3,5,234,180
LE2,"Eloi LORENTE",Spain,0,1,2008-11-15,2008-11-16,1517.8,1290.2,3,2,0,0,0,0,0,0,0,0,2,2,227,227
LK5,"Gregg LUPACZYK",USA,0,0,2008-12-01,2020-08-08,1500,1217.2,14,2,4,0,6,2,3,0,7,2,0,1,182,192
KGM,"Morten KETTING",Denmark,0,1,2009-02-20,2009-02-22,1510.8,1236.9,4,1,0,0,0,0,0,0,0,0,0,1,218,218
STS,"Stephen STEWART",USA,1,0,2009-02-28,2024-02-14,1653.7,1622.6,38,25,24,13,10,9,21,13,14,10,0,6,0,75
H2B,"Brad HAMPSON",USA,0,1,2009-02-28,2009-02-28,1500,1248.3,1,0,0,0,1,0,0,0,1,0,0,0,220,220
HGG,"Gene HOLMBERG",USA,0,0,2009-02-28,2019-08-01,1552.1,1365.1,13,6,1,0,4,3,5,4,7,2,0,2,216,165
WRW,"Will WALLER",USA,0,0,2009-02-28,2011-10-01,1527.5,1298.3,12,6,5,4,7,2,4,2,8,4,2,2,229,229
PIN,"Nino PONCINI",Italy,0,1,2009-02-28,2010-02-28,1519.2,1259.5,8,4,2,2,6,2,1,0,7,4,0,3,222,222
PA1,"Santiago PENABELLA",Spain,0,0,2009-02-28,2020-06-28,1522.5,1311.5,50,14,11,5,29,6,19,8,28,6,1,3,203,45
MSJ,"Juan José MARTINEZ",Spain,0,0,2009-02-28,2016-12-31,1513,1339,20,9,9,4,11,5,6,2,14,7,3,3,226,177
FIA,"Andrea FANTOZZI",Italy,1,0,2009-02-28,2024-05-30,1539.9,1324.5,21,9,5,1,9,3,10,5,8,3,0,2,0,218
7SA,"Alessandro Demichelis",Italy,1,0,2009-02-28,2024-06-03,1691.1,1603.8,96,51,46,25,29,17,40,27,38,16,0,17,0,99
J1P,"Paul JONES",UK,0,0,2009-02-28,2012-03-09,1590.8,1350.3,47,25,3,1,1,0,1,1,3,0,2,6,238,238
WS1,"Michael WEISS",USA,0,1,2009-02-28,2009-10-31,1546.5,1308.7,4,3,3,2,1,1,3,2,1,1,1,2,230,230
H2R,"Rick HADDEN",USA,0,0,2009-02-28,2012-02-29,1531.9,1283.5,14,8,10,8,4,0,9,7,5,1,0,4,226,226
M2J,"John MCMAHON",Canada,0,1,2009-02-28,2009-08-31,1500,1217.5,3,0,1,0,2,0,0,0,3,0,0,0,214,214
PSI,"Ian PARKES",UK,0,1,2009-03-12,2009-10-25,1500,1161.1,9,2,0,0,0,0,0,0,0,0,0,1,204,204
B7B,"David BLACKWOOD",UK,1,0,2009-03-12,2023-03-10,1551.1,1413.3,122,50,20,7,24,12,40,14,55,25,0,4,0,0
DOA,"Andrew DANDO",UK,0,1,2009-03-12,2009-03-12,1607.6,1366.4,4,4,0,0,0,0,0,0,0,0,4,4,241,241
HA6,"Marc HANNA",USA,1,0,2009-03-12,2023-09-01,1752.8,1653.7,54,38,26,22,15,7,24,18,24,16,0,8,0,78
HKP,"Paul HORNBECK",USA,0,0,2009-03-13,2019-06-01,1565.3,1257.7,35,13,17,6,12,6,13,4,21,9,1,3,201,153
LSS,"Scott LUCAS",USA,0,1,2009-03-13,2009-03-14,1505.8,1280,4,2,1,0,3,2,2,1,2,1,1,1,225,225
M3D,"Damien MAHER",UK,0,1,2009-03-13,2010-03-14,1500,1122.3,9,1,0,0,0,0,0,0,0,0,1,1,198,198
HYT,"Todd HIVELY",USA,1,0,2009-03-13,2024-06-13,1587.8,1418.2,36,17,14,7,16,8,18,10,17,7,0,6,0,93
M1J,"Jeff MYERS",USA,0,1,2009-03-20,2009-03-21,1565.3,1330.5,5,4,2,1,2,2,4,3,0,0,4,4,234,234
SEC,"Michael SPRAGUE",USA,0,0,2009-03-21,2021-03-20,1500,1378.1,59,22,15,8,17,5,17,6,20,8,1,2,209,18
PND,"Dave PATTEN",USA,0,1,2009-03-21,2009-03-21,1500,1254.4,1,0,1,0,0,0,0,0,1,0,0,0,221,221
HT1,"Stéphane HUET",France,0,1,2009-03-31,2009-04-30,1500,1232.5,2,0,2,0,0,0,1,0,1,0,0,0,217,217
YRT,"Tom YETTER",USA,0,0,2009-04-03,2019-04-01,1596.4,1381.8,42,21,5,2,1,1,2,1,4,2,0,3,220,90
C2J,"Jason CAMERON",USA,0,0,2009-04-03,2022-06-16,1552.8,1404.3,26,13,6,5,6,4,5,4,15,6,0,3,0,75
SRH,"Howard SYLVESTER",USA,0,1,2009-04-03,2017-03-31,1525,1302.9,6,3,1,1,1,0,1,1,1,0,1,1,204,204
4TS,"Steve ELIOTT",USA,0,1,2009-04-03,2009-04-05,1500,1222.7,6,2,3,1,3,1,5,2,1,0,1,1,215,215
TRT,"Troy TAYLOR",USA,0,1,2009-04-30,2009-06-30,1522.6,1294.2,2,0,0,0,2,0,0,0,2,0,2,2,228,228
LNM,"Martin LUNDGREN",Sweden,0,1,2009-05-22,2009-05-24,1500,1183.7,5,0,2,0,3,0,3,0,2,0,0,0,208,208
FGJ,"Johan FRöDING",Sweden,0,0,2009-05-22,2017-05-28,1500,1254.4,35,10,13,6,13,2,20,7,14,3,0,2,212,159
H2D,"David HENNION",France,1,0,2009-05-29,2023-05-26,1500,1303.3,11,3,3,1,5,2,3,0,7,3,1,3,0,108
NNH,"Hondo NELSON",USA,0,0,2009-06-26,2015-06-27,1584.7,1272.7,30,15,17,9,8,3,20,11,10,4,0,6,224,224
MR1,"Russell MUELLER",USA,0,1,2009-06-26,2009-06-26,1500,1213.5,3,0,2,0,1,0,1,0,2,0,0,0,214,214
BRC,"Chris BUEHLER",USA,0,0,2009-06-26,2016-12-03,1591.8,1323.1,24,14,8,4,9,7,7,6,15,8,0,3,225,177
DLJ,"Jeff DEBRAAL",USA,0,0,2009-06-26,2009-10-11,1500,1248.1,26,10,15,5,10,4,13,3,13,7,2,2,220,220
CRM,"Mark CARTER",USA,0,0,2009-06-26,2022-06-16,1514.1,1514.1,30,14,10,3,13,6,14,8,16,6,2,4,0,0
BN1,"Rob BURTON",USA,1,0,2009-06-26,2024-06-13,1544.6,1380.8,12,7,5,2,3,2,2,1,10,6,1,2,0,227
MR5,"Steven MILLER",USA,0,1,2009-06-26,2019-06-01,1523.8,1264.9,5,1,2,1,0,0,5,1,0,0,0,1,191,191
DSW,"Will DEMORRIS",USA,0,0,2009-06-26,2012-06-21,1500,1180.1,18,6,9,4,8,2,9,0,9,6,0,3,208,208
NNW,"Walter NEWTON",USA,0,1,2009-06-26,2009-06-26,1500,1231,2,0,0,0,2,0,0,0,2,0,0,0,217,217
MISSING-3,Missing-3,,0,1,2009-06-26,2009-06-26,1500,1238.7,2,0,1,0,1,0,0,0,2,0,0,0,218,218
HEK,"Keith HENIGE",USA,0,1,2009-07-24,2009-07-25,1500,1222.4,3,0,1,0,2,0,1,0,2,0,0,0,215,215
SYK,"Rick SALISBURY",USA,0,0,2009-07-24,2021-07-23,1536.6,1377.4,75,29,28,10,37,15,38,13,29,13,0,4,207,75
F3E,"Earl FRASER",USA,0,1,2009-07-24,2009-07-25,1500,1259.6,3,1,0,0,3,1,2,1,1,0,0,1,222,222
F2J,"Jan FRANSSON",Sweden,0,1,2009-08-28,2009-08-30,1515.1,1264.2,5,2,1,1,2,1,1,0,4,2,0,2,223,223
ETA,"Alex ECKHART",USA,0,1,2009-09-05,2009-09-05,1500,1235.9,2,0,1,0,1,0,0,0,2,0,0,0,218,218
H27,"Dave HAUGEN",USA,0,1,2009-09-05,2009-09-05,1500,1253.2,1,0,0,0,1,0,1,0,0,0,0,0,221,221
CYD,"Davidson CASEY",USA,0,1,2009-09-06,2009-09-06,1500,1244.9,1,0,0,0,0,0,0,0,0,0,0,0,219,219
OIA,"Andrea OLIVIERI",Italy,0,0,2009-09-11,2012-06-17,1683,1386,29,17,8,4,10,6,12,8,7,3,1,5,244,244
ORR,"Robert OLER",Canada,0,0,2009-09-18,2021-03-13,1500,1429.5,21,9,7,4,8,3,12,8,5,0,1,3,217,114
H3B,"Brad HUNTER",Canada,0,0,2009-09-18,2021-03-06,1546.3,1498.5,20,11,10,6,10,5,7,5,12,5,1,3,227,48
LRG,"Gary LEHNER",Canada,0,1,2009-09-18,2009-09-19,1548.2,1315.9,2,2,1,1,1,1,0,0,2,2,2,2,232,232
CNE,"Ernie CAMERON",Canada,1,0,2009-09-18,2023-09-01,1500,1354.2,14,6,5,3,8,3,10,4,4,2,0,4,0,216
HL7,"Dave HALL",Canada,0,1,2009-09-19,2012-09-08,1500,1181.8,9,2,4,2,5,0,4,0,5,2,1,1,208,208
SDL,"Lars Robert GREGORSON",Sweden,1,0,2009-09-24,2023-11-17,1500.2,1444.5,75,27,17,5,17,9,15,6,16,4,0,6,0,15
LGB,"Bart LENTING",Netherlands,0,1,2009-09-26,2009-09-26,1500,1254.2,1,0,0,0,0,0,0,0,0,0,0,0,221,221
A2R,"Rico APON",Netherlands,0,1,2009-09-26,2009-09-27,1500,1230.4,2,0,0,0,0,0,0,0,0,0,0,0,217,217
P17,"Derek PULHAMUS",USA,1,0,2009-10-04,2023-12-02,1706.1,1669.3,121,60,7,3,11,5,5,2,15,6,0,5,0,0
AGS,"Spencer ARMSTRONG",USA,0,0,2009-10-04,2016-04-29,1618.3,1373.1,51,27,31,17,19,10,21,12,30,15,0,7,235,198
WWW,"Will WILLOW",USA,1,0,2009-10-05,2024-06-13,1500,1384.3,255,76,48,16,75,17,93,26,89,28,0,6,0,0
924,"Jim WISEMAN",USA,0,0,2009-10-05,2019-04-01,1506.3,1175.2,48,12,6,1,8,2,2,1,14,4,0,3,189,90
12J,"Joe STEADMAN",USA,1,0,2009-10-06,2023-10-07,1570,1548.2,59,30,24,13,19,8,27,13,17,9,0,4,0,123
FLC,"Chris FARRELL",USA,0,0,2009-10-07,2018-10-07,1500,1227.3,15,3,1,0,2,0,1,0,2,0,0,1,200,180
BSD,"Dan BATES",USA,0,0,2009-10-07,2013-04-06,1533.6,1214.1,14,6,6,2,8,4,9,4,5,2,0,3,214,214
WN2,"Bob WALDRON",USA,0,1,2009-10-07,2009-10-07,1500,1268.8,1,0,0,0,1,0,1,0,0,0,0,0,223,223
SZE,"Eli SCHWARZ",USA,0,1,2009-10-07,2009-10-10,1500,1194.2,7,1,4,0,3,1,2,0,5,1,1,1,210,210
62K,"Kemp MASON",USA,0,1,2009-10-07,2009-10-07,1500,1247.9,1,0,0,0,1,0,0,0,1,0,0,0,220,220
222,"Brian BROWN",USA,0,1,2009-10-08,2011-10-07,1500,1218.7,7,2,4,1,3,1,3,1,4,1,0,2,215,215
K3C,"Charly KIBLER",USA,0,1,2009-10-08,2009-10-10,1521.1,1292.9,7,4,2,0,5,4,7,4,0,0,0,3,228,228
1HJ,"Cliff SMITH",USA,1,0,2009-10-08,2023-10-05,1500,1393.6,31,8,4,1,7,3,5,1,7,3,0,2,0,0
11R,"Rusty SHIELDS",USA,0,1,2009-10-10,2009-10-10,1500,1245.5,1,0,0,0,1,0,1,0,0,0,0,0,219,219
KLJ,"Jackson KEDDELL","New Zealand",0,0,2009-10-22,2017-08-30,1616.3,1466.9,15,13,4,3,2,1,2,1,5,4,3,9,242,242
LNL,"Laurent LE BILLAN",France,0,0,2009-10-31,2019-06-01,1719,1537.2,51,32,14,10,21,11,17,12,22,11,1,7,243,84
PTA,"Antoine PLAIT",France,1,0,2009-10-31,2023-01-01,1650.9,1486.6,19,14,7,7,6,3,7,5,8,5,0,6,0,153
TEL,"Laurent TINTURE",France,1,0,2009-10-31,2024-04-01,1719.4,1594.3,91,53,23,17,13,7,27,16,27,14,1,10,0,0
GCK,"Kurt GORJANC",Austria,0,1,2009-11-06,2009-11-08,1550.1,1298.8,5,3,0,0,0,0,0,0,0,0,1,2,229,229
1KE,"Eric SNOEK",Netherlands,0,1,2009-11-06,2009-11-08,1500,1188,5,0,0,0,1,0,1,0,0,0,1,1,209,209
O27,"Dan OWSEN",USA,0,0,2009-11-08,2017-02-11,1500,1176.5,13,2,7,2,0,0,6,2,1,0,0,2,201,168
236,"Matt BARBER",Canada,0,1,2009-11-08,2010-11-14,1529.2,1260.6,7,3,1,0,3,1,2,1,2,0,0,2,222,222
WES,"Sean WHITE",Canada,0,1,2009-11-08,2009-11-08,1500.4,1275.3,4,2,0,0,0,0,0,0,0,0,0,1,225,225
VTR,"Ric VOIGT",USA,0,1,2009-11-08,2014-11-09,1500,1145.5,8,0,1,0,3,0,1,0,3,0,0,0,189,189
HHD,"Dave HOWARTH",Canada,1,0,2009-11-08,2024-05-12,1609.3,1466.7,74,39,33,18,20,10,31,21,27,10,1,4,0,0
WDM,"Michael WARD",USA,0,0,2009-11-08,2016-02-07,1500,1176.2,25,7,10,5,9,2,9,5,10,2,0,2,207,207
PYW,"Wynn POLNICKY",Canada,0,0,2009-11-08,2020-11-21,1522.8,1319.4,26,10,9,3,10,3,13,3,8,3,1,4,202,144
LZ3,"Raul LOPEZ",Spain,0,0,2009-11-24,2013-11-23,1601.3,1346,11,8,3,2,7,6,3,2,8,6,0,6,237,237
LZS,"Santiago LOPEZ",Spain,0,0,2009-11-24,2020-06-02,1675.8,1499.3,50,30,14,10,30,18,17,10,30,20,0,5,232,69
POM,"Mike PUCCIO",USA,1,0,2009-12-04,2022-12-04,1640.6,1483,70,36,2,1,3,1,2,0,3,2,0,4,0,0
H53,"Russell HOPLEY",USA,0,1,2009-12-04,2018-04-06,1500,1249,9,3,2,1,0,0,0,0,2,1,1,1,190,190
KHC,"Chris KAVANAGH",USA,0,0,2009-12-04,2017-04-01,1586.7,1385.3,13,8,3,2,0,0,1,1,2,1,1,3,223,223
22J,"Jim BRACKIN",USA,0,0,2010-01-01,2018-01-11,1553.9,1403.8,23,9,14,6,5,2,5,1,14,7,1,2,230,135
BsM1,"Mike Balis",USA,0,1,2010-01-01,2010-01-01,1500,1253.6,1,0,0,0,0,0,0,0,0,0,0,0,221,221
JND,"Dave JOHNSON",USA,0,0,2010-02-28,2014-04-30,1630.2,1348.4,15,9,11,6,3,2,6,5,8,3,0,4,237,237
TDK,"Keith TODD",USA,0,1,2010-02-28,2010-02-28,1500,1253.7,1,0,0,0,1,0,0,0,1,0,0,0,221,221
BLC,"Chandler BRASWELL",USA,0,1,2010-02-28,2012-02-29,1500,1166.7,9,2,6,2,3,0,4,2,5,0,0,1,205,205
C86,"Michael CIRRINCIONE",USA,0,0,2010-02-28,2012-08-31,1517,1222.8,12,5,7,3,5,2,6,2,6,3,1,2,215,215
6IA,"Alessandro MASSIGNANI",Italy,0,1,2010-02-28,2012-02-29,1500,1132.6,8,0,2,0,6,0,2,0,6,0,0,0,199,199
KRA,"Alex KOESTLER",Netherlands,1,0,2010-02-28,2024-06-21,1615.2,1590.1,121,63,53,31,46,23,58,28,54,30,3,5,0,0
C2E,"Eoin CORRIGAN",Ireland,1,0,2010-02-28,2023-11-18,1707.6,1574.8,88,47,38,24,34,16,39,22,43,22,0,7,0,39
WYI,"Mike WILLEY",USA,0,1,2010-02-28,2010-06-30,1500,1248.4,3,1,1,1,2,0,2,1,1,0,0,1,220,220
B2A,"Andy BEATON",Canada,1,0,2010-02-28,2023-10-06,1548.4,1436.7,128,52,27,13,39,13,51,18,37,17,0,4,0,0
A8R,"Richard AUSDENMORE",USA,0,1,2010-02-28,2011-05-01,1522.3,1294,6,3,3,3,3,0,2,1,4,2,2,2,228,228
GEP,"Patrick GAGNE",Canada,0,1,2010-02-28,2011-07-01,1540.3,1283.3,8,4,7,4,1,0,5,2,3,2,0,3,226,226
AEM,"Mike AUGUSTINE",USA,1,0,2010-02-28,2023-09-01,1657.9,1657.9,57,33,19,12,27,15,24,13,28,17,4,5,0,0
CMD,"Dan CUNNINGHAM",USA,0,0,2010-02-28,2015-03-01,1648,1351.8,24,14,12,5,12,9,10,6,14,8,0,4,238,238
L5M,"Mike LANEY",USA,0,1,2010-03-12,2010-03-14,1500,1259.6,2,0,1,0,1,0,0,0,2,0,0,0,222,222
BRK,"Karl BODENHEIMER",USA,0,1,2010-03-12,2010-03-14,1550,1281.5,4,2,2,1,2,1,3,1,1,1,0,2,226,226
B2B,"Broc BOWMAN",USA,0,1,2010-03-12,2010-03-14,1500,1235.1,2,0,1,0,1,0,0,0,2,0,0,0,217,217
WRP,"Peter WEGENER",USA,0,0,2010-03-12,2014-05-23,1500,1263.6,17,8,4,1,12,6,7,3,10,5,3,3,223,223
GYO,"Oliver GRAY",UK,0,1,2010-03-13,2012-09-23,1500,1131.9,7,0,3,0,0,0,1,0,2,0,0,0,199,199
M21,"Scott MARTIN",USA,1,0,2010-03-13,2024-07-28,1649.8,1594.2,85,45,26,14,27,15,49,26,31,16,1,5,0,0
A21,"Steve AUSTIN",USA,0,1,2010-03-14,2013-03-23,1500,1234.9,2,0,2,0,0,0,1,0,1,0,0,0,217,217
KTJ,"John KNUTH",USA,0,1,2010-03-19,2010-03-20,1500,1244.9,3,1,1,0,2,1,2,0,1,1,0,1,219,219
ONM,"Mike O'BRIEN",USA,0,1,2010-03-19,2010-03-21,1500,1246,5,2,3,2,2,0,3,1,2,1,2,2,219,219
DAN,"Norman DELAURA",USA,0,0,2010-03-19,2018-06-01,1536,1370.3,12,7,1,1,4,2,5,4,7,3,1,2,216,216
92V,"John V WORDEN",USA,0,0,2010-03-19,2018-04-06,1500,1205.2,17,5,3,1,7,2,6,3,4,0,0,2,199,162
CO6,"Mike SAMMARCO",USA,0,1,2010-03-20,2011-03-19,1524.2,1285.8,3,2,1,1,2,1,1,0,2,2,1,1,226,226
RLD,"David RANDALL",USA,0,1,2010-03-20,2010-03-20,1500,1240.4,1,0,0,0,1,0,0,0,1,0,0,0,218,218
TZL,"Louie TOKARZ",USA,0,1,2010-04-09,2010-04-10,1519.8,1291.8,4,2,0,0,0,0,0,0,0,0,0,1,227,227
GSD,"Doug GRIES",USA,0,0,2010-04-09,2012-07-29,1536.8,1198.8,34,14,5,0,12,6,4,1,13,5,1,3,211,211
RSS,"Steve ROGERS",USA,0,0,2010-04-09,2017-04-02,1715.8,1513.9,43,28,2,2,1,1,0,0,4,4,1,6,251,165
KKT,"Tim KLEEPACZYK",USA,0,1,2010-04-10,2011-04-03,1523.5,1294.9,4,3,0,0,0,0,0,0,0,0,2,2,228,228
BRV,"Victor BEHAR",USA,0,1,2010-04-30,2013-07-01,1513.6,1249.9,8,4,3,1,4,2,4,2,3,1,0,3,220,220
