"Player Code",Name,Country,Active,Provisional,"First Game","Last Game",Highest,Rating,GP,Won,"GP Att","Attack Wins","GP Def","Def Wins","GP Axis","Axis Wins","GP Allies","Allies Wins","Cur Streak","Longest Strk","Max. Decay","Decay to date"
123,"Rami SAARINEN",Finland,0,1,2010-04-30,2011-10-01,1500,1214.8,8,2,4,2,4,0,5,0,3,2,2,2,214,214
DSJ,"Jon DAVIS",USA,0,1,2010-04-30,2013-04-07,1538.4,1307.6,6,4,2,1,4,3,1,0,5,4,1,3,230,230
SRF,"Fredrik SCHEUER",Sweden,1,0,2010-05-14,2023-11-19,1553.5,1553.5,63,31,14,6,28,17,13,7,17,8,3,3,0,0
MHN,"Nicolas MUNSCH",France,1,0,2010-05-21,2024-05-18,1533.3,1411.8,85,31,25,6,26,10,35,14,34,8,0,3,0,0
4IJ,"Jean TADDEI",France,0,1,2010-05-21,2011-06-12,1500,1181.1,10,1,5,1,3,0,5,1,5,0,0,1,208,208
JNP,"Philippe JATHAN",France,0,0,2010-05-21,2019-11-09,1521.5,1388.8,21,11,5,1,12,8,8,4,10,5,0,3,218,177
FRL,"Lyle FISCHER",USA,0,0,2010-05-28,2015-02-08,1635.3,1392.3,13,10,0,0,0,0,0,0,0,0,2,5,245,243
71A,"Al DAVIS",USA,0,0,2010-05-28,2015-02-07,1517.8,1290.2,15,8,3,1,0,0,1,0,3,2,2,3,227,227
ONW,"Bill OWEN",USA,1,0,2010-05-28,2024-02-11,1575,1464.5,30,15,7,2,4,3,11,6,1,0,0,3,0,24
PGB,"Brian PICKERING",USA,0,1,2010-05-28,2012-05-27,1500,1183.1,10,3,0,0,0,0,0,0,0,0,0,2,208,208
KGR,"Richard KING",USA,0,0,2010-05-28,2022-05-08,1709.1,1707.1,54,37,13,10,10,6,14,11,9,5,3,5,0,0
9NR,"Rob WIRTHLIN",USA,1,0,2010-05-28,2024-02-11,1863.3,1842,72,54,14,8,23,20,20,16,22,16,0,9,0,0
GET,"Tycho GRANVILLE",USA,1,0,2010-05-28,2024-06-17,1500,1322.3,15,7,3,1,4,1,7,2,0,0,0,3,0,217
O2J,"John OCKELMANN",USA,0,1,2010-05-28,2012-05-27,1500,1154.6,9,2,0,0,0,0,0,0,0,0,0,2,203,203
920,"Jerry WILLIAMSON",USA,0,1,2010-05-28,2017-06-25,1500,1299.4,5,2,0,0,0,0,1,0,1,1,1,1,203,203
PKM,"Mike PATRICK",USA,0,0,2010-05-28,2014-02-09,1500,1092.5,20,2,3,0,1,1,3,0,5,1,1,1,192,192
G2R,"Randy GARLINGTON",USA,0,1,2010-06-24,2010-06-24,1500,1254,3,1,2,0,1,1,0,0,3,1,0,1,221,221
CRR,"Race CARTER",USA,0,0,2010-06-24,2016-04-29,1500,1084.6,13,1,9,1,2,0,4,0,8,1,0,1,191,191
J2J,"Johnny JOHNSON",USA,0,1,2010-06-24,2013-06-21,1500,1234,9,4,3,1,5,3,5,3,4,1,0,3,217,217
MAP,"Paul MESSINA",USA,0,0,2010-06-24,2017-06-25,1583.1,1311.5,27,16,10,7,15,8,13,7,14,9,0,5,220,156
L2C,"Clark LOVRIEN",USA,0,0,2010-06-24,2015-10-10,1516.3,1360.9,13,9,2,2,3,1,5,4,4,3,0,5,227,227
GST,"Tom GILLIS",USA,0,1,2010-06-24,2015-06-27,1500,1200.7,5,1,2,1,1,0,1,0,4,1,0,1,211,211
AYF,"Forest ATTERBERRY",USA,0,1,2010-06-24,2010-06-24,1500,1253.7,1,0,0,0,1,0,0,0,1,0,0,0,221,221
EAR,"Robert ESPARZA",USA,0,1,2010-06-24,2013-06-21,1500,1149.1,6,0,2,0,4,0,5,0,1,0,0,0,202,202
G2I,"Ian GAUEMAN",UK,0,1,2010-06-26,2010-06-27,1500,1249.6,3,1,0,0,0,0,0,0,0,0,0,1,220,220
A2M,"Michael ALLEN",UK,0,0,2010-06-26,2020-06-28,1548.2,1497.7,42,25,8,5,9,4,14,9,22,13,1,5,231,45
13I,"Ian SCHNEIDER",USA,0,1,2010-07-23,2010-07-25,1506.6,1220.3,5,2,4,1,1,1,3,2,2,0,1,1,215,215
ASB,"Brett AVANTS",USA,0,0,2010-07-24,2020-07-02,1509.8,1286.8,17,7,7,3,6,3,9,4,8,3,0,3,199,150
ONL,"Lars OLSSON",Sweden,1,0,2010-09-03,2023-11-19,1500,1262.6,51,16,15,6,20,4,13,5,12,2,1,2,0,6
124,"Jim SUDERMAN",Canada,0,0,2010-09-17,2021-03-21,1500,1269.4,33,9,11,2,12,4,16,3,14,4,1,2,193,90
P33,"Reg PLUMMER",Canada,0,0,2010-09-17,2016-05-22,1514.6,1241.6,28,11,12,4,13,6,14,7,14,4,1,2,215,195
MD3,"Rob MacDonald",Canada,0,0,2010-09-17,2019-05-19,1500,1257.2,25,8,10,5,8,2,11,4,14,4,0,4,201,135
PKB,"Brent POLLOCK",Canada,1,0,2010-09-17,2024-05-12,1558.9,1516.5,24,15,9,6,10,5,12,7,12,8,2,5,0,126
K5J,"Jonathan KENNY",Canada,0,1,2010-09-17,2010-09-19,1500,1274.7,4,2,1,1,3,1,2,1,2,1,1,1,224,224
BGB,"Bas VAN DEN BERG",Netherlands,1,0,2010-09-26,2023-11-05,1578,1486.1,39,19,12,6,17,8,15,5,18,10,1,3,0,9
P3P,"Peter PALMER","New Zealand",1,0,2010-10-01,2023-11-25,1500,1434.1,105,35,39,18,40,13,44,15,45,19,1,5,0,0
R1A,"Andrew ROGERS",Australia,1,0,2010-10-02,2022-10-08,1720.1,1720.1,59,36,18,13,18,7,20,13,20,10,2,5,0,33
A1N,"Neil Andrews",Australia,0,0,2010-10-03,2019-06-23,1622.7,1401.5,38,21,15,8,13,7,15,9,23,12,1,4,222,129
68J,"Jim MOORE",USA,0,1,2010-10-03,2013-02-28,1515.2,1205.6,6,1,1,0,4,1,1,0,4,1,0,1,212,212
SPR,"Robert SCRIPP",Canada,1,0,2010-10-04,2023-10-07,1500,1144.4,39,2,3,0,6,1,9,1,0,0,0,1,0,0
CoS1,"Sebastiano Caltabiano",Italy,1,0,2010-10-06,2024-05-30,1500,1462.8,46,18,12,6,9,3,17,4,23,12,3,3,0,123
C8M,"Marti CABRé",Spain,1,0,2010-10-06,2022-12-01,1648.3,1509.6,65,38,31,20,21,13,33,17,24,18,0,7,0,0
C1J,"Jamie CRIBBS",USA,0,0,2010-10-06,2018-04-20,1500,1282.7,38,10,9,4,11,0,11,2,11,2,0,3,211,126
VTB,"Bob VAN BEEST",USA,0,1,2010-10-07,2010-10-07,1500,1231.8,3,0,3,0,0,0,1,0,2,0,0,0,217,217
99L,"Larry WILLOW",USA,0,1,2010-10-08,2011-04-01,1500,1245.3,2,0,1,0,0,0,0,0,1,0,0,0,219,219
DSL,"Lawrence DAVIES",USA,0,1,2010-10-09,2013-02-28,1500,1132.1,7,0,3,0,4,0,2,0,5,0,0,0,199,199
ZIK,"Kileigh ZIELINSKI",USA,0,1,2010-10-09,2010-10-09,1500,1245.1,1,0,0,0,1,0,0,0,1,0,0,0,219,219
M22,"Neil MACPHERSON",Australia,0,0,2010-10-12,2018-10-07,1500,1264.5,42,11,16,2,15,6,18,5,14,3,0,2,205,129
W2D,"David WILSON","New Zealand",0,0,2010-10-12,2017-07-30,1605.4,1401.4,38,20,19,11,18,9,21,13,16,7,0,4,233,174
SEP,"Paul SEAGE",Australia,0,0,2010-10-12,2017-01-29,1652.1,1356,18,10,6,4,11,6,7,3,10,7,0,6,229,216
WYR,"Richard WEILEY",Australia,0,0,2010-10-12,2017-06-12,1570.7,1382.7,20,11,6,1,11,9,8,4,11,7,0,4,230,156
MTM,"Mark MCGILCHRIST",Australia,0,0,2010-10-12,2018-12-20,1590.8,1301,57,28,24,13,20,10,27,14,25,12,0,3,210,123
DTT,"T. DESCHMIDT",Belgium,0,1,2010-11-05,2010-11-07,1500,1210.1,5,0,3,0,2,0,3,0,2,0,0,1,213,213
CO1,"Stefano CUCCURULLO",Italy,1,0,2010-11-05,2023-11-18,1550.9,1510.8,44,16,16,3,7,3,19,5,25,11,3,4,0,6
L2B,"Björn LORENZEN",Germany,1,0,2010-11-05,2024-04-28,1631,1583.4,117,58,29,13,34,18,35,19,37,16,5,5,0,0
CSJ,"José CONTRERAS",Spain,0,1,2010-11-13,2011-05-06,1513.9,1254.8,4,2,0,0,4,2,1,1,3,1,0,1,221,221
B3J,"José Tomas BALAGUER MONFERRER",Spain,0,0,2010-11-13,2016-10-23,1577.2,1376.2,28,14,10,4,14,9,10,6,15,8,7,7,233,180
VUJ,"Jim VASILOU",USA,1,0,2010-12-03,2023-12-02,1500,1253.4,31,9,3,3,0,0,2,2,1,1,0,5,0,180
H1M,"Mark HUMPHRIES",Philippines,0,0,2011-02-01,2018-01-01,1636.1,1324.3,81,35,37,14,37,17,43,17,33,15,0,7,219,138
SEV,"Vlad SEE",Philippines,0,0,2011-02-01,2016-07-31,1514.2,1150.3,26,7,12,5,13,2,12,2,14,5,0,2,200,189
22H,"Häkan NILSSON",Sweden,1,0,2011-02-25,2023-11-19,1500,1212.3,25,7,10,4,6,1,12,3,5,2,0,2,0,205
63F,"Fabien MUTTER",France,0,1,2011-02-28,2012-04-30,1525,1226,4,1,0,0,2,0,1,0,1,0,0,1,216,216
ERF,"Franck ESCUYER",France,0,1,2011-02-28,2011-04-30,1500,1267,2,1,0,0,1,1,0,0,1,1,1,1,223,223
C2L,"Lionel COLIN",France,1,0,2011-02-28,2024-04-01,1975.1,1941.1,104,88,33,29,46,40,40,32,49,44,3,31,0,0
GAL,"Anthony GALICA",USA,0,1,2011-03-01,2012-02-29,1520.8,1230.4,4,1,1,0,3,1,2,1,2,0,0,1,217,217
VC1,"Ryan VOZNIC",USA,0,0,2011-03-01,2018-01-01,1561.2,1336.6,31,14,13,10,13,4,18,7,13,7,0,5,221,138
SLJ,"Jeff SEWALL",USA,0,1,2011-03-01,2017-10-07,1500,1245.3,5,1,2,0,1,0,2,0,1,0,0,1,208,201
RYW,"William N. RILEY",USA,0,1,2011-03-01,2011-05-01,1525,1284.6,2,1,0,0,2,1,1,1,1,0,2,2,226,226
HRD,"David HASSLER",USA,0,0,2011-03-01,2014-08-31,1500,1098.5,16,2,8,2,7,0,6,1,9,1,0,1,193,193
DEC,"Chuck DYE",USA,0,0,2011-03-01,2018-06-01,1500,1281.2,44,16,10,5,13,5,11,5,17,9,0,4,210,120
13D,"Darin SCRIBER",USA,0,1,2011-03-01,2011-05-01,1500,1234.6,2,0,1,0,1,0,0,0,2,0,0,0,217,217
3ZD,"David RODRIGUEZ",USA,0,1,2011-03-01,2012-08-31,1500,1186,8,2,4,0,4,2,5,1,3,1,0,1,209,209
CE3,"Jon COLE",Australia,0,0,2011-03-01,2019-10-13,1699.4,1602.7,54,29,23,13,22,9,24,15,26,11,0,3,251,72
WRA,"Albert WEGENER",USA,0,1,2011-03-18,2014-05-23,1500,1207.2,4,0,1,0,3,0,2,0,2,0,0,0,211,211
NDK,"Ken NIED",USA,0,1,2011-03-18,2014-03-16,1501.1,1238.3,6,2,1,0,3,1,1,1,3,0,1,1,218,218
ASK,"Kevin ADAMS",USA,0,0,2011-03-18,2019-03-16,1567.9,1305.8,43,16,17,9,16,3,20,6,21,8,0,4,209,93
B1F,"Francis G. BISS",USA,0,0,2011-03-18,2017-03-19,1500,1253,20,8,8,5,12,3,9,5,11,3,0,3,212,198
CYT,"Thomas COADY",USA,0,1,2011-03-19,2011-03-19,1500,1221.6,2,0,1,0,0,0,1,0,1,0,0,0,215,215
L17,"Doug LYNES",USA,0,0,2011-04-01,2014-04-12,1500,1229,19,8,0,0,0,0,0,0,0,0,0,5,216,216
NML,"Lars NORDSTRöM",Sweden,0,0,2011-04-01,2013-04-30,1512.8,1261.9,22,7,9,4,12,3,7,1,15,6,2,2,222,222
1RC,"Charlie SCHINDLER",Switzerland,0,0,2011-04-09,2016-11-30,1500,1269.8,11,4,6,2,5,2,6,1,5,3,0,1,217,204
LKJ,"Jan LATUSSEK",Germany,0,0,2011-04-09,2018-06-03,1500,1195.5,22,6,4,0,11,3,12,3,10,3,1,3,197,120
L3P,"Philippe LENOIR",France,0,0,2011-04-23,2015-03-29,1637.9,1400.9,18,12,10,7,8,5,8,5,10,7,2,5,245,237
BLA,"Alain BOREL",Switzerland,0,0,2011-04-23,2014-03-30,1500,1134.1,16,2,8,1,8,1,8,1,8,1,0,2,200,200
RER,"Robin REEVE",France,0,1,2011-04-23,2011-04-24,1500,1251.3,4,1,1,0,3,1,3,1,1,0,2,2,220,220
FYF,"Frederic FARLAY",France,0,1,2011-04-30,2012-04-30,1525,1210.6,6,2,1,0,4,1,4,1,1,0,0,1,213,213
PTP,"Pascal POITOUT",France,0,0,2011-04-30,2020-11-15,1500,1381.5,15,6,4,2,3,1,8,5,1,0,1,3,212,84
AOC,"Carlos AGUADO",Spain,0,1,2011-05-06,2014-09-15,1500,1202.6,10,3,4,1,6,2,8,3,2,0,0,1,212,212
PES,"Sergio PUENTE DIAZ",Spain,0,0,2011-05-06,2014-06-30,1644.5,1354.2,24,14,15,12,9,2,13,8,11,6,1,7,238,238
SZM,"Miguel Angel SANCHEZ GALAN",Spain,0,1,2011-05-06,2011-12-26,1514.2,1266,3,1,1,0,2,1,2,1,1,0,0,1,223,223
BEF,"Francisco BELMONTE",Spain,0,0,2011-05-06,2016-10-23,1569.1,1324.6,27,12,9,2,15,10,15,6,9,6,4,4,225,180
SON,"Nicolas SABIDO",Spain,0,1,2011-05-06,2012-11-01,1500,1244.2,8,3,3,2,4,1,6,2,2,1,3,3,219,219
S3E,"Eloi SOLER MACHO",Spain,0,1,2011-05-06,2012-11-01,1531.3,1301.6,5,3,3,1,2,2,2,0,3,3,3,3,229,229
RLR,"Ramon REAL BERNAL",Spain,0,0,2011-05-06,2014-12-31,1524.1,1268,30,14,18,7,12,7,17,10,13,4,0,3,223,223
ENV,"vicente ESTEBAN",Spain,0,1,2011-05-06,2011-12-26,1542.8,1311.4,4,3,3,2,1,1,3,3,1,0,1,2,231,231
MZR,"Txema MAINEZ",Spain,0,1,2011-05-06,2013-04-30,1500,1256.4,7,2,2,1,5,1,3,1,4,1,3,3,221,221
TOJ,"José TORNERO",Spain,0,1,2011-05-06,2011-06-26,1500,1255.8,2,0,0,0,2,0,1,0,1,0,0,1,221,221
CA7,"Dade CARIAGA",USA,0,1,2011-05-27,2019-10-19,1500,1343.6,5,3,0,0,0,0,0,0,0,0,3,3,202,202
COF,"Federico CORSO",Italy,1,0,2011-06-03,2024-01-20,1507.5,1237.9,23,7,10,3,6,2,6,1,10,4,0,3,0,207
TTT,"Tristan TEMPEST",Sweden,0,1,2011-06-04,2013-05-11,1500,1215.3,4,0,1,0,3,0,0,0,4,0,0,0,214,214
SHA,"Andy SMITH",UK,0,0,2011-06-24,2013-10-27,1583.3,1321,30,17,9,3,10,6,13,7,9,3,0,7,233,233
CHS,"Simon CHURCH",UK,0,1,2011-06-24,2013-06-28,1500,1246,6,2,1,0,0,0,0,0,1,0,0,1,219,219
SHS,"Simon STANIFORTH",UK,1,0,2011-06-24,2024-06-23,1701.4,1599.1,156,88,37,20,46,28,72,39,67,43,0,9,0,0
DLR,"Richard DAGNALL",UK,0,0,2011-06-24,2020-06-27,1521.3,1458.1,22,11,6,3,3,2,4,3,15,7,2,5,225,45
MSI,"Ian MORRIS",UK,1,0,2011-06-24,2023-03-04,1715.6,1619,130,74,33,20,25,14,66,46,58,26,0,6,0,0
LUI,"Indy LAGU",Canada,1,0,2011-06-24,2023-06-25,1500,1448.2,45,19,14,7,9,1,18,10,20,9,3,3,0,36
GZA,"Ángel González ROMERO",Spain,0,0,2011-06-26,2016-10-23,1500,1193.1,19,3,0,0,15,3,5,0,11,3,3,3,205,180
63A,"Andrew MULLER",USA,0,0,2011-06-26,2013-06-21,1500,1148.3,17,4,4,0,11,2,9,2,8,2,1,1,202,202
1N1,"Steve SALIN",USA,0,0,2011-06-26,2013-06-21,1510.9,1195.8,11,4,7,2,4,2,5,3,6,1,1,3,211,211
JSL,"Lee JENNINGS",USA,0,1,2011-06-26,2014-06-19,1547.5,1315.3,9,6,4,3,5,3,3,2,6,4,1,5,232,232
SH2,"Bret SMITH",USA,0,1,2011-06-26,2011-06-26,1500,1191.6,4,0,4,0,0,0,1,0,3,0,0,0,210,210
HS1,"Jay HARMS",USA,1,0,2011-06-26,2024-06-13,1763.9,1763.9,49,34,16,11,14,10,24,15,21,16,0,8,0,0
E1B,"Bruce EARLS",USA,0,1,2011-06-26,2012-06-21,1523.1,1287.4,7,4,3,1,3,2,2,1,5,3,0,3,227,227
RRB,"Bryan REGISTER",USA,1,1,2011-06-26,2024-06-13,1525.5,1372.5,9,4,1,1,3,2,3,2,6,2,0,2,0,177
RDT,"Travis REED",USA,1,0,2011-07-27,2024-07-28,1542.5,1452.8,26,13,5,4,4,1,9,3,10,8,0,3,0,135
B23,"Rich BURTON",USA,1,0,2011-07-27,2024-07-27,1500,1172.9,80,15,20,3,28,9,33,4,43,11,0,2,0,0
H13,"Rock HARRIS",USA,0,1,2011-07-27,2011-07-29,1500,1199,5,1,5,1,0,0,1,0,4,1,1,1,211,211
TNL,"Lee THORNTON",USA,0,1,2011-07-27,2011-07-28,1500,1230.1,4,1,1,0,3,1,2,0,2,1,0,1,217,217
EKJ,"Janne EINEVIK",Sweden,0,1,2011-09-02,2014-08-31,1500,1202.5,7,2,4,1,3,1,1,0,6,2,0,1,212,212
T2T,"Tomas TURESSON",Sweden,0,0,2011-09-03,2015-09-05,1500,1187.8,14,5,6,2,4,1,4,1,6,2,0,1,209,209
337,"Doug RIMMER",Canada,1,0,2011-09-16,2024-05-12,1586.8,1541.2,60,29,20,7,13,7,22,11,21,9,0,4,0,0
12M,"Mike SUDERMAN",Canada,0,0,2011-09-16,2013-05-19,1500,1137.3,12,2,8,1,3,1,6,0,6,2,1,1,200,200
H16,"Martin HICKS",Canada,0,1,2011-09-16,2014-11-30,1500,1215.5,7,2,6,2,1,0,5,2,2,0,0,1,214,214
MLM,"Mark MCNEIL",Canada,0,1,2011-09-16,2011-09-16,1500,1249,1,0,0,0,0,0,1,0,0,0,0,0,220,220
WNL,"Liam WHALEN",Canada,0,1,2011-09-16,2011-09-16,1500,1243.2,3,1,1,0,1,1,1,0,2,1,0,1,219,219
STN,"Nathan SCOTT",Canada,0,1,2011-09-16,2011-09-18,1500,1177.1,4,0,1,0,3,0,2,0,2,0,0,0,207,207
AEA,"Albert ALEGRE",Spain,0,1,2011-10-01,2014-06-15,1500,1200.2,9,2,7,1,2,1,4,0,5,2,1,1,211,211
B1J,"John BAYS",USA,0,0,2011-10-02,2021-03-20,1619,1526.9,50,25,8,5,8,4,8,3,16,10,0,6,231,18
VT3,"Ray VINCENT",USA,1,0,2011-10-05,2024-06-17,1506.8,1462.1,91,33,20,9,15,4,16,1,20,13,0,4,0,0
CN2,"Bob CALLEN",USA,0,0,2011-10-06,2015-08-30,1665.9,1355.3,38,21,19,9,16,11,18,10,18,10,0,9,236,222
FZJ,"Ed Jr. FRITZ",USA,1,0,2011-10-06,2024-04-20,1567.8,1506.3,33,16,9,3,13,6,13,5,14,7,2,4,0,69
KN1,"Kevin KILLEEN",USA,1,0,2011-10-06,2023-10-07,1703.8,1690.8,173,100,23,12,20,13,40,25,44,25,3,5,0,0
BAR,"Robert BALMASEDA",USA,0,1,2011-10-06,2011-10-07,1524.6,1287.4,2,1,1,1,1,0,0,0,2,1,0,1,227,227
FHD,"Doug FITCH",USA,0,1,2011-10-07,2014-10-11,1500,1240.1,3,0,1,0,0,0,0,0,1,0,0,0,218,218
SZG,"Gary SCHWARTZ",USA,0,0,2011-10-07,2014-04-12,1500,1101.1,14,3,1,0,0,0,0,0,1,0,0,1,194,194
1NJ,"Joshua SPEELMAN",USA,0,1,2011-10-08,2011-10-08,1525,1296.2,1,1,0,0,0,0,1,1,0,0,1,1,228,228
DYH,"Helen DOARY",Canada,0,1,2011-10-08,2011-10-08,1500,1253.7,1,0,0,0,0,0,0,0,1,0,0,0,221,221
MISSING-10,Missing-10,,0,1,2011-10-26,2011-10-26,1500,1252.3,1,0,0,0,0,0,0,0,0,0,0,0,221,221
MISSING-11,Missing-11,,0,1,2011-10-26,2011-10-26,1500,1247.9,1,0,0,0,0,0,0,0,0,0,0,0,220,220
3AA,"Alejandro GARCIA",Spain,0,1,2011-11-05,2016-10-23,1511,1291.8,9,2,3,0,3,2,3,0,3,2,4,4,220,180
FOR,"Rob FABBRO",Canada,0,1,2011-11-06,2013-11-10,1537.6,1279.7,6,3,3,2,3,1,2,2,4,1,1,1,225,225
C36,"Matt CARTER",Canada,0,1,2011-11-06,2011-11-06,1500,1251.2,3,1,1,0,2,1,2,0,1,1,0,1,220,220
BKT,"Thilo BRAACK",Germany,0,1,2011-11-11,2011-11-13,1500,1197.3,5,0,3,0,2,0,4,0,1,0,0,2,211,211
9EJ,"Jim WHITE",USA,0,1,2011-12-03,2011-12-03,1500,1255.9,1,0,0,0,0,0,0,0,0,0,0,0,221,221
VRM,"Marvin VEEDER",USA,0,1,2011-12-03,2012-12-01,1500,1205.4,3,0,0,0,0,0,0,0,0,0,0,0,212,212
G27,"Dave GRENON",USA,0,1,2012-02-17,2013-02-10,1500,1157.7,7,1,2,0,1,0,3,1,4,0,0,1,204,204
H80,"Cliff HARE",USA,0,1,2012-02-17,2012-02-18,1500,1190.1,4,0,0,0,0,0,3,0,1,0,0,0,210,210
DYS,"Christian DAUGHERTY",USA,0,1,2012-02-17,2013-02-09,1536.9,1287.4,5,3,0,0,1,0,2,1,3,2,0,2,227,227
W87,"David WOLFE",USA,1,0,2012-02-17,2024-05-12,1641.7,1617.1,88,52,25,14,28,15,34,18,28,16,0,5,0,0
BED,"Daniel BOTTEMANE",France,0,0,2012-02-24,2020-03-01,1549.2,1432,28,13,7,2,6,4,8,5,5,1,0,4,223,57
GTJ,"Josh GILBERT",Canada,0,1,2012-02-29,2012-05-20,1503.2,1208.9,7,2,4,1,3,1,4,1,3,1,0,2,213,213
M2P,"Patrick MARTIN",USA,0,0,2012-02-29,2014-04-13,1552.3,1319.5,14,8,9,5,5,3,5,4,9,4,3,3,232,232
MRI,"Ish MOLNAR",USA,0,1,2012-02-29,2012-08-31,1530.5,1255.8,4,2,2,1,2,1,1,0,3,2,0,2,221,221
HEM,"Morten HJELME",Norway,0,1,2012-02-29,2012-10-31,1500,1124,10,1,3,0,7,1,4,0,6,1,0,1,198,198
PAJ,"Jesus PAREJA CASTILLA",Spain,0,0,2012-02-29,2014-04-30,1583.1,1298.9,12,7,7,3,5,4,5,1,7,6,0,4,229,229
ROV,"Vic ROSSO",USA,0,0,2012-02-29,2021-12-05,1742.5,1678.2,102,57,19,11,12,7,25,17,25,15,0,5,0,0
GAP,"Pablo GARCIA SILVA",Chile,0,0,2012-02-29,2019-05-19,1649.5,1477.9,48,25,13,8,13,6,17,10,14,6,0,5,234,87
W1D,"Dustin WITJES",USA,0,1,2012-02-29,2013-04-30,1500,1174.6,5,0,2,0,2,0,2,0,2,0,0,1,207,207
L3D,"David LANGER",USA,0,0,2012-02-29,2022-03-01,1513.1,1392.1,31,11,8,4,15,3,15,2,12,6,0,3,0,0
B2L,"Laurent BROCHETON",France,1,0,2012-02-29,2024-04-01,1500,1237.3,29,5,9,0,5,1,11,2,11,2,1,2,0,105
LCN,"Nicolas LE FLOHIC",France,0,1,2012-02-29,2012-07-14,1533.1,1303.1,3,2,1,1,2,1,0,0,3,2,1,1,229,229
MNL,"Laurent MARTIN",France,0,1,2012-02-29,2016-04-01,1541.8,1326.3,9,4,5,2,0,0,3,0,3,3,0,3,229,201
PEP,"Pierre Prod’homme",France,1,0,2012-02-29,2024-05-01,1687.4,1650.5,32,23,6,2,7,6,10,5,13,11,0,10,0,54
BTL,"Laurent BERGOT",France,0,1,2012-02-29,2014-09-30,1503.3,1191.4,8,2,4,0,3,1,6,1,1,0,0,1,210,210
B41,"Sébastien BENOIT",France,0,1,2012-02-29,2012-09-30,1500,1269.9,4,2,4,2,0,0,2,0,2,2,1,1,224,224
MEM,"Marc MORICE",France,0,1,2012-02-29,2012-02-29,1500,1254.6,1,0,0,0,1,0,0,0,1,0,0,0,221,221
RYX,"Xavier ROY",France,1,0,2012-02-29,2024-02-01,1518.3,1386.9,51,18,10,3,9,3,12,5,12,4,1,3,0,0
H3T,"Tim HUNDSDORFER",USA,1,0,2012-02-29,2023-06-24,1500,1274.7,85,26,24,6,24,9,31,7,40,14,0,3,0,0
2LC,"Colin BELL",UK,0,1,2012-03-09,2012-03-09,1500,1185,5,1,0,0,0,0,0,0,0,0,0,1,209,209
ANA,"Paul ANDERSON",USA,1,0,2012-03-23,2024-08-02,1540.1,1521.8,84,38,9,6,12,5,13,8,11,4,0,4,0,0
L33,"Robert LOPER",USA,1,0,2012-03-23,2024-08-02,1705,1534.5,236,114,43,20,41,23,50,29,47,22,2,7,0,0
WRS,"Steve WEBBER",Canada,0,1,2012-03-23,2012-03-24,1500,1143.5,5,0,2,0,3,0,1,0,4,0,0,0,201,201
TTK,"Keith TALBOT",USA,0,0,2012-03-24,2015-07-25,1500,993,23,1,10,0,7,1,5,0,12,1,0,1,175,175
MEP,"Pedro MAROTE",France,0,1,2012-03-31,2015-03-29,1523.6,1226.2,8,2,3,1,5,1,5,2,3,0,0,1,216,216
PRF,"Franck POTIER",France,0,0,2012-03-31,2014-06-15,1500,1198.2,11,3,7,2,3,1,7,2,4,1,0,3,211,211
C5K,"Kevin CONLEY",USA,0,0,2012-04-12,2017-10-08,1540.5,1396.5,18,8,5,0,1,1,2,0,5,1,1,4,231,144
HAM,"Mika HARVIALA",USA,1,0,2012-04-12,2024-08-03,1639,1453.9,54,31,16,8,17,12,24,13,20,11,0,6,0,0
GMV,"Voss GRAHAM",USA,0,0,2012-04-12,2022-04-22,1500,1237.8,16,3,9,1,6,2,10,2,4,1,0,1,0,144
14K,"Kenny SMITH",USA,0,0,2012-04-13,2022-04-22,1500,1192,12,1,3,1,8,0,2,0,8,1,0,1,0,144
11W,"Wayne SAUNDERS",USA,1,0,2012-04-13,2023-01-13,1500,1355.6,11,4,3,1,8,3,6,2,5,2,1,2,0,132
BNS,"Scott BLANTON",USA,1,0,2012-04-13,2024-04-20,1596.9,1516.9,14,9,4,3,1,1,4,2,3,3,1,7,0,54
6IJ,"Jeremy MACIEJEWSKI",USA,0,0,2012-04-13,2017-08-01,1563.4,1381.6,46,23,12,6,9,2,11,6,14,5,0,4,230,153
HTJ,"Jim HOLT",USA,0,0,2012-04-13,2017-08-01,1500,1183.8,17,3,7,1,9,2,9,2,8,1,0,1,200,153
BSN,"Nathan BEDDES",USA,0,1,2012-04-13,2015-12-31,1526.8,1229.1,6,1,4,0,2,1,3,0,3,1,1,1,215,210
RXD,"Doug ROUBIDOUX",USA,0,0,2012-04-20,2018-04-07,1500,1255.6,39,13,4,0,2,1,4,0,2,1,0,4,207,126
B5P,"Phil BRADLEY",USA,0,1,2012-04-20,2015-10-08,1500,1178.6,10,3,0,0,1,1,0,0,1,1,0,1,208,208
L87,"Derek LOFTHOUSE",Canada,0,1,2012-05-18,2012-05-20,1500,1255.5,5,2,0,0,5,2,2,1,3,1,2,2,221,221
9RN,"Norm WIESER",Canada,0,1,2012-05-18,2012-09-08,1516.1,1261.1,4,2,0,0,4,2,2,1,2,1,0,2,222,222
W24,"Tom WILSON",Canada,0,1,2012-05-18,2012-05-18,1525,1296.2,1,1,1,1,0,0,1,1,0,0,1,1,228,228
M8S,"Shane MCKENZIE",Canada,0,1,2012-05-18,2012-05-19,1500,1230.6,2,0,1,0,1,0,1,0,1,0,0,0,217,217
